College,Fraternity Name,Instagram Handle
"Georgia Southern University","Alpha Tau Omega",""
"Georgia Southern University","Sigma Alpha Epsilon",""
"Georgia Southern University","Sigma Phi Epsilon",""
"Georgia Southern University","Kappa Alpha Order",""
"Georgia Southern University","Theta Xi",""
"Georgia Southern University","Pi Kappa Phi",""
"Georgia Southern University","Kappa Sigma",""
"Georgia Southern University","Pi Kappa Alpha",""
"Georgia Southern University","Kappa Alpha Psi",""
"Georgia Southern University","Phi Delta Theta",""
"Georgia Southern University","Theta Delta Chi",""
"Georgia Southern University","Delta Tau Delta",""
"Georgia Southern University","Sigma Chi",""
"Georgia Southern University","",""
"Georgia Southern University","",""
"Georgia Southern University","",""
"Georgia Southern University","",""
"Georgia Southern University","",""
"Georgia Southern University","",""
"Georgia Southern University","",""
"Georgia Southern University","",""
"Georgia Southern University","",""
"Georgia Southern University","",""
"Georgia Southern University","",""
"Georgia Southern University","",""
"Georgia Southern University","",""
"Georgia Southern University","",""
"Georgia Southwestern State University","",""
"Georgia Southwestern State University","Sigma Chi",""
"Georgia Southwestern State University","",""
"Georgia State University","",""
"Georgia State University","",""
"Georgia State University","",""
"Georgia State University","",""
"Georgia State University","",""
"Georgia State University","",""
"Georgia State University","",""
"Georgia State University","Alpha Epsilon Pi",""
"Georgia State University","Alpha Tau Omega",""
"Georgia State University","",""
"Georgia State University","Sigma Nu",""
"Georgia State University","Pi Kappa Alpha",""
"Georgia State University","",""
"Georgia State University","Pi Kappa Phi",""
"Georgia State University","",""
"Georgia State University","",""
"Georgia State University","Kappa Sigma",""
"Georgia State University","Iota Phi Theta",""
"Georgia State University","",""
"Georgia State University","Psi Upsilon",""
"Georgia State University","",""
"Georgia Tech","Delta Upsilon",""
"Georgia Tech","",""
"Georgia Tech","Phi Kappa Tau",""
"Georgia Tech","",""
"Georgia Tech","Delta Tau Delta",""
"Georgia Tech","",""
"Georgia Tech","Phi Kappa Sigma",""
"Georgia Tech","Alpha Sigma Phi",""
"Georgia Tech","Beta Theta Pi",""
"Georgia Tech","Theta Xi",""
"Georgia Tech","Zeta Beta Tau",""
"Georgia Tech","Alpha Tau Omega",""
"Georgia Tech","Lambda Chi Alpha",""
"Georgia Tech","Chi Psi",""
"Georgia Tech","",""
"Georgia Tech","",""
"Georgia Tech","",""
"Georgia Tech","Phi Sigma Kappa",""
"Georgia Tech","",""
"Georgia Tech","",""
"Georgia Tech","",""
"Georgia Tech","Iota Phi Theta",""
"Georgia Tech","Kappa Alpha Psi",""
"Georgia Tech","Triangle",""
"Georgia Tech","",""
"Georgia Tech","",""
"Georgia Tech","",""
"Georgia Tech","",""
"Georgia Tech","",""
"Georgia Tech","Sigma Pi",""
"Georgia Tech","Sigma Alpha Epsilon",""
"Georgia Tech","",""
"Georgia Tech","",""
"Georgia Tech","Phi Kappa Psi",""
"Georgia Tech","Sigma Chi","@gtsigmachi"
"Georgia Tech","Alpha Epsilon Pi",""
"Georgia Tech","Kappa Sigma",""
"Georgia Tech","Phi Gamma Delta",""
"Georgia Tech","Sigma Nu",""
"Georgia Tech","Chi Phi",""
"Georgia Tech","Theta Delta Chi",""
"Georgia Tech","Phi Kappa Theta",""
"Georgia Tech","Psi Upsilon",""
"Georgia Tech","",""
"Georgia Tech","Pi Kappa Alpha",""
"Georgia Tech","Phi Delta Theta",""
"Georgia Tech","Tau Kappa Epsilon",""
"Georgia Tech","Theta Chi",""
"Georgia Tech","Sigma Phi Epsilon",""
"Georgia Tech","",""
"Georgia Tech","Delta Sigma Phi",""
"Georgia Tech","Pi Kappa Phi",""
"Georgia Tech","Kappa Alpha Order",""
"Georgia Tech","",""
"Gettysburg College","",""
"Gettysburg College","",""
"Gettysburg College","",""
"Gettysburg College","",""
"Gettysburg College","",""
"Gettysburg College","",""
"Gettysburg College","",""
"Grand Valley State University","",""
"Grand Valley State University","",""
"Grand Valley State University","",""
"Grand Valley State University","",""
"Grand Valley State University","",""
"Grand Valley State University","",""
"Grand Valley State University","",""
"Grand Valley State University","",""
"Grand Valley State University","",""
"Grand Valley State University","",""
"Greensboro College","",""
"Greensboro College","",""
"Greensboro College","",""
"Greensboro College","",""
"Greensboro College","",""
"Greensboro College","",""
"Greensboro College","",""
"Greensboro College","",""
"Gustavus Adolphus College","",""
"Gustavus Adolphus College","",""
"Hamilton College","",""
"Hamilton College","",""
"Hampton University","",""
"Hampton University","",""
"Hampton University","",""
"Hanover College","",""
"Hanover College","",""
"Hanover College","",""
"Hanover College","",""
"Hanover College","Sigma Chi",""
"Hartwick College","",""
"Harvard University","",""
"Harvard University","Sigma Chi",""
"Harvard University","",""
"Harvard University","",""
"Harvard University","",""
"Heidelberg University","",""
"Henderson State University","",""
"Henderson State University","",""
"Henderson State University","",""
"Henderson State University","",""
"Henderson State University","",""
"Henderson State University","",""
"High Point University","",""
"High Point University","",""
"High Point University","",""
"High Point University","",""
"High Point University","",""
"High Point University","",""
"High Point University","",""
"High Point University","",""
"High Point University","",""
"Hillsdale College","Sigma Chi","@hillsdalesigmachi"
"Hillsdale College","",""
"Hillsdale College","",""
"Hillsdale College","",""
"Hobart College","Sigma Chi",""
"Hofstra University","",""
"Hofstra University","",""
"Hofstra University","",""
"Hofstra University","",""
"Hofstra University","",""
"Hofstra University","",""
"Hofstra University","",""
"Hope College","",""
"Houston Christian University","Sigma Chi",""
"Howard University","",""
"Howard University","",""
"Howard University","",""
"Huntingdon College","",""
"Huntingdon College","",""
"Huntingdon College","",""
"Husson University","",""
"Idaho State University","",""
"Idaho State University","Sigma Chi",""
"Idaho State University","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Illinois College","",""
"Indiana State University","",""
"Indiana State University","",""
"Indiana State University","",""
"Indiana State University","",""
"Indiana State University","",""
"Indiana State University","",""
"Indiana State University","",""
"Indiana State University","",""
"Indiana State University","",""
"Indiana University","Sigma Chi","@iusigmachi"
"Indiana University","",""
"Indiana University","Delta Kappa Epsilon",""
"Indiana University of Pennsylvania","Sigma Chi",""
"Iona University","",""
"Iowa State University","Sigma Chi","@isusigmachi"
"Iowa State University","",""
"Iowa State University","",""
"Iowa State University","",""
"Iowa State University","",""
"Iowa State University","",""
"Iowa State University","",""
"Iowa State University","",""
"Iowa State University","",""
"Iowa State University","",""
"Iowa State University","",""
"Iowa State University","",""
"Iowa State University","",""
"Iowa State University","",""
"Iowa State University","",""
"Iowa State University","",""
"Iowa State University","",""
"Iowa State University","",""
"Iowa State University","",""
"Jackson State University","",""
"Jackson State University","",""
"Jackson State University","",""
"Jackson State University","",""
"Jacksonville State University","",""
"Jacksonville State University","",""
"Jacksonville State University","",""
"Jacksonville State University","",""
"Jacksonville State University","",""
"Jacksonville State University","",""
"Jacksonville State University","",""
"Jacksonville State University","",""
"Jacksonville State University","",""
"Jacksonville University","",""
"Jacksonville University","",""
"Jacksonville University","",""
"Jacksonville University","",""
"Jacksonville University","Sigma Chi",""
"James Madison University","",""
"James Madison University","",""
"James Madison University","",""
"James Madison University","",""
"James Madison University","",""
"James Madison University","",""
"James Madison University","",""
"James Madison University","",""
"James Madison University","",""
"James Madison University","",""
"James Madison University","",""
"James Madison University","",""
"James Madison University","",""
"James Madison University","",""
"James Madison University","",""
"James Madison University","",""
"James Madison University","",""
"James Madison University","",""
"James Madison University","",""
"John Carroll University","",""
"John Carroll University","",""
"John Carroll University","",""
"John Carroll University","",""
"John Carroll University","",""
"Johnson & Wales University","",""
"Johnson & Wales University","",""
"Johnson & Wales University","",""
"Johnson & Wales University","",""
"Johnson & Wales University","",""
"Johnson & Wales University","",""
"Johnson & Wales University","",""
"Johnson & Wales University","",""
"Johnson & Wales University","",""
"Johnson & Wales University","",""
"Johnson & Wales University","",""
"Kansas State University","Sigma Chi",""
"Kean University","",""
"Kean University","",""
"Kean University","",""
"Kean University","",""
"Kean University","",""
"Kean University","",""
"Kean University","",""
"Keene State College","",""
"Keene State College","",""
"Keene State College","",""
"Kennesaw State University","",""
"Kennesaw State University","",""
"Kennesaw State University","",""
"Kennesaw State University","",""
"Kennesaw State University","",""
"Kennesaw State University","",""
"Kennesaw State University","",""
"Kennesaw State University","",""
"Kennesaw State University","",""
"Kennesaw State University","",""
"Kennesaw State University","",""
"Kennesaw State University","",""
"Kennesaw State University","",""
"Kent State University","",""
"Kent State University","",""
"Kent State University","",""
"Kent State University","",""
"Kent State University","",""
"Kent State University","",""
"Kent State University","",""
"Kent State University","",""
"Kent State University","",""
"Kent State University","",""
"Kent State University","",""
"Kenyon College","",""
"Knox College","",""
"Knox College","",""
"Knox College","",""
"Knox College","",""
"Knox College","",""
"Knox College","",""
"Knox College","",""
"Knox College","",""
"Knox College","",""
"Knox College","",""
"Knox College","",""
"Knox College","",""
"Knox College","",""
"Knox College","",""
"Knox College","",""
"Knox College","",""
"Knox College","",""
"Knox College","Sigma Chi",""
"La Salle University","",""
"La Salle University","",""
"La Salle University","",""
"La Salle University","",""
"Lafayette College","",""
"Lafayette College","",""
"Lafayette College","",""
"Lafayette College","",""
"Lafayette College","",""
"Lafayette College","",""
"LaGrange College","",""
"LaGrange College","",""
"LaGrange College","",""
"Lake Erie College","",""
"Lake Forest College","",""
"Lake Forest College","",""
"Lake Forest College","",""
"Lake Forest College","",""
"Lake Forest College","",""
"Lamar University","",""
"Lamar University","",""
"Lamar University","",""
"Lamar University","",""
"Lamar University","",""
"Lamar University","",""
"Lamar University","",""
"Lander University","",""
"Lander University","",""
"Lander University","",""
"Lander University","",""
"Lander University","",""
"Lander University","",""
"Lane College","",""
"Lane College","",""
"Lane College","",""
"Lane College","",""
"Lebanon Valley College","",""
"Lebanon Valley College","",""
"Lee University","",""
"Lewis University","",""
"Lewis University","",""
"Lewis University","",""
"Lewis University","",""
"Lewis University","",""
"Liberty University","",""
"Liberty University","",""
"Lindenwood University","",""
"Lindenwood University","",""
"Lindenwood University","",""
"Lindenwood University","",""
"Lindenwood University","",""
"Lindenwood University","",""
"Lindenwood University","",""
"Linfield University","",""
"Linfield University","",""
"Linfield University","",""
"Livingstone College","",""
"Livingstone College","",""
"Livingstone College","",""
"Livingstone College","",""
"Longwood University","",""
"Longwood University","",""
"Longwood University","",""
"Longwood University","",""
"Longwood University","",""
"Longwood University","",""
"Longwood University","",""
"Longwood University","",""
"Longwood University","",""
"Longwood University","",""
"Longwood University","",""
"Longwood University","",""
"Longwood University","",""
"Longwood University","",""
"Loras College","",""
"Louisiana State University","Sigma Chi","@sigmachilsu"
"Louisiana Tech University","",""
"Louisiana Tech University","",""
"Louisiana Tech University","",""
"Louisiana Tech University","",""
"Louisiana Tech University","",""
"Loyola Marymount University","",""
"Loyola Marymount University","",""
"Loyola Marymount University","",""
"Loyola Marymount University","",""
"Loyola Marymount University","",""
"Loyola Marymount University","",""
"Loyola Marymount University","",""
"Loyola Marymount University","",""
"Loyola Marymount University","",""
"Loyola Marymount University","Sigma Chi",""
"Loyola University Chicago","",""
"Loyola University Chicago","",""
"Loyola University Chicago","",""
"Loyola University Chicago","",""
"Loyola University Chicago","",""
"Loyola University Chicago","",""
"Loyola University Chicago","",""
"Loyola University Chicago","",""
"Loyola University Chicago","",""
"Loyola University-Chicago","Sigma Chi",""
"Lycoming College","",""
"Lycoming College","",""
"Lycoming College","",""
"Lynn University","",""
"Lynn University","",""
"Lyon College","",""
"Lyon College","",""
"Maine Maritime Academy","Sigma Chi",""
"Manhattan University","",""
"Marietta College","",""
"Marietta College","",""
"Marietta College","",""
"Marist College","",""
"Marist College","",""
"Marist College","",""
"Marquette University","Sigma Chi",""
"Mars Hill University","",""
"Mars Hill University","",""
"Massachusetts Institute of Technology","Sigma Chi",""
"McDaniel College","",""
"McDaniel College","",""
"McDaniel College","",""
"McGill University","Sigma Chi",""
"McKendree University","",""
"McNeese State University","",""
"McNeese State University","",""
"McNeese State University","",""
"McNeese State University","",""
"McNeese State University","",""
"McNeese State University","",""
"McNeese State University","",""
"Mercer University","",""
"Mercer University","",""
"Mercer University","",""
"Mercer University","",""
"Mercer University","",""
"Mercer University","",""
"Mercer University","",""
"Merrimack College","",""
"Merrimack College","",""
"Merrimack College","",""
"Methodist University","",""
"Metropolitan State University of Denver","",""
"Metropolitan State University of Denver","",""
"Metropolitan State University of Denver","Sigma Chi",""
"Metropolitan State University of Denver","",""
"Metropolitan State University of Denver","",""
"Miami University","",""
"Miami University","",""
"Miami University","",""
"Miami University","",""
"Miami University","",""
"Miami University","",""
"Miami University","",""
"Miami University","",""
"Miami University","",""
"Miami University","",""
"Miami University","",""
"Miami University","",""
"Miami University","",""
"Miami University","",""
"Miami University","",""
"Miami University","",""
"Miami University","",""
"Miami University","",""
"Miami University","",""
"Miami University","",""
"Miami University","",""
"Miami University","Sigma Chi","@miamiu sigmachi"
"Miami University","",""
"Miami University","",""
"Miami University","",""
"Miami University","",""
"Michigan State University","Tau Kappa Epsilon",""
"Michigan State University","Alpha Gamma Rho",""
"Michigan State University","Delta Sigma Phi",""
"Michigan State University","Zeta Beta Tau",""
"Michigan State University","Pi Kappa Alpha",""
"Michigan State University","Sigma Alpha Epsilon",""
"Michigan State University","Sigma Tau Gamma",""
"Michigan State University","Triangle",""
"Michigan State University","Phi Kappa Psi",""
"Michigan State University","Phi Delta Theta",""
"Michigan State University","Pi Kappa Phi",""
"Michigan State University","Kappa Sigma",""
"Michigan State University","Sigma Alpha Mu",""
"Michigan State University","Alpha Epsilon Pi",""
"Michigan State University","Alpha Kappa Psi",""
"Michigan State University","Sigma Pi",""
"Michigan State University","Theta Chi",""
"Michigan State University","Delta Kappa Epsilon",""
"Michigan State University","FarmHouse",""
"Michigan State University","Zeta Psi",""
"Michigan State University","Psi Upsilon",""
"Michigan State University","Alpha Sigma Phi",""
"Michigan State University","Phi Gamma Delta",""
"Michigan State University","Theta Delta Chi",""
"Michigan State University","Phi Kappa Sigma",""
"Michigan State University","Delta Chi",""
"Michigan State University","Sigma Chi","@msu_sigmachi"
"Michigan State University","Beta Theta Pi",""
"Michigan Technological University","",""
"Michigan Technological University","",""
"Michigan Technological University","",""
"Michigan Technological University","",""
"Michigan Technological University","",""
"Middle Tennessee State University","",""
"Middle Tennessee State University","",""
"Middle Tennessee State University","",""
"Middle Tennessee State University","",""
"Middle Tennessee State University","",""
"Middle Tennessee State University","",""
"Middle Tennessee State University","Sigma Chi",""
"Middle Tennessee State University","",""
"Middle Tennessee State University","",""
"Middle Tennessee State University","",""
"Middle Tennessee State University","",""
"Middle Tennessee State University","",""
"Midwestern State University","",""
"Midwestern State University","",""
"Midwestern State University","",""
"Midwestern State University","",""
"Midwestern State University","",""
"Midwestern State University","",""
"Miles College","",""
"Miles College","",""
"Miles College","",""
"Miles College","",""
"Millikin University","",""
"Millikin University","",""
"Millikin University","",""
"Millikin University","",""
"Millikin University","",""
"Millsaps College","",""
"Millsaps College","",""
"Millsaps College","",""
"Millsaps College","",""
"Millsaps College","",""
"Millsaps College","",""
"Minnesota State University Moorhead","Sigma Chi",""
"Minnesota State University Moorhead","",""
"Minnesota State University Moorhead","",""
"Minnesota State University-Mankato","Sigma Chi",""
"Minnesota State University, Mankato","",""
"Minnesota State University, Mankato","",""
"Minnesota State University, Mankato","",""
"Minnesota State University, Mankato","",""
"Mississippi College","",""
"Mississippi College","",""
"Mississippi College","",""
"Mississippi State University","Sigma Chi","@msusigmachi"
"Mississippi State University","",""
"Mississippi State University","",""
"Mississippi State University","",""
"Mississippi State University","",""
"Mississippi State University","",""
"Mississippi State University","",""
"Mississippi State University","",""
"Mississippi State University","",""
"Mississippi State University","",""
"Mississippi State University","",""
"Mississippi State University","",""
"Mississippi State University","",""
"Missouri Southern State University","",""
"Missouri Southern State University","",""
"Missouri State University","",""
"Missouri State University","",""
"Missouri State University","",""
"Missouri State University","",""
"Missouri State University","",""
"Missouri State University","",""
"Missouri State University","",""
"Missouri State University","",""
"Missouri State University","",""
"Missouri State University","Sigma Chi",""
"Missouri State University","",""
"Missouri State University","",""
"Missouri State University","",""
"Missouri State University","",""
"Missouri State University","",""
"Missouri State University","",""
"Missouri University of Science and Technology","",""
"Missouri University of Science and Technology","",""
"Missouri University of Science and Technology","",""
"Missouri University of Science and Technology","",""
"Missouri Western State University","",""
"Missouri Western State University","",""
"Missouri Western State University","",""
"Missouri Western State University","",""
"Missouri Western State University","",""
"MIT","",""
"MIT","",""
"MIT","",""
"MIT","",""
"MIT","",""
"MIT","",""
"MIT","Sigma Chi",""
"MIT","",""
"MIT","",""
"MIT","",""
"MIT","",""
"MIT","",""
"MIT","",""
"MIT","",""
"MIT","",""
"Monmouth College","",""
"Monmouth College","",""
"Monmouth College","",""
"Monmouth College","",""
"Monmouth College","",""
"Monmouth College","",""
"Monmouth College","",""
"Monmouth College","",""
"Monmouth College","",""
"Montana State University","",""
"Montana State University","",""
"Montana State University","",""
"Montana State University","",""
"Montana State University","Sigma Chi",""
"Montclair State University","",""
"Montclair State University","",""
"Montclair State University","",""
"Montclair State University","",""
"Montclair State University","",""
"Montclair State University","",""
"Montclair State University","",""
"Montclair State University","",""
"Montclair State University","",""
"Montclair State University","",""
"Montclair State University","",""
"Montclair State University","",""
"Moravian University","",""
"Moravian University","",""
"Moravian University","",""
"Moravian University","",""
"Morehead State University","",""
"Morehead State University","",""
"Morehead State University","",""
"Morehead State University","",""
"Morehead State University","",""
"Morehead State University","",""
"Morehead State University","",""
"Morehead State University","",""
"Morehead State University","",""
"Morgan State University","",""
"Morgan State University","",""
"Morgan State University","",""
"Mount Royal University","Sigma Chi",""
"Muhlenberg College","",""
"Muhlenberg College","",""
"Muhlenberg College","",""
"Muhlenberg College","",""
"Muhlenberg College","",""
"Murray State University","",""
"Murray State University","",""
"Murray State University","",""
"Murray State University","",""
"Murray State University","",""
"Murray State University","",""
"Murray State University","",""
"Murray State University","Sigma Chi",""
"Murray State University","",""
"New England College","",""
"New England College","",""
"New Jersey City University","",""
"New Jersey City University","",""
"New Jersey City University","",""
"New Jersey Institute of Technology","",""
"New Jersey Institute of Technology","",""
"New Mexico Highlands University","",""
"New Mexico State University","",""
"New Mexico State University","",""
"New Mexico State University","",""
"New Mexico State University","",""
"New Mexico State University","",""
"New Mexico State University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","Sigma Chi",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"New York University","",""
"Niagara University","",""
"Niagara University","",""
"Nicholls State University","",""
"Nicholls State University","",""
"Nicholls State University","",""
"Nicholls State University","",""
"Nicholls State University","",""
"Nicholls State University","",""
"Norfolk State University","",""
"Norfolk State University","",""
"Norfolk State University","",""
"Norfolk State University","",""
"North Carolina Agricultural and Technical State University","",""
"North Carolina Agricultural and Technical State University","",""
"North Carolina Agricultural and Technical State University","",""
"North Carolina Agricultural and Technical State University","",""
"North Carolina State University","",""
"North Carolina State University","",""
"North Carolina State University","",""
"North Carolina State University","",""
"North Carolina State University","",""
"North Carolina State University","",""
"North Carolina State University","",""
"North Carolina State University","",""
"North Carolina State University","",""
"North Carolina State University","",""
"North Carolina State University","",""
"North Carolina State University","Sigma Chi","@ncsusigmachi"
"North Carolina State University","",""
"North Carolina State University","",""
"North Carolina State University","",""
"North Carolina State University","",""
"North Carolina State University","",""
"North Carolina State University","",""
"North Dakota State University","Sigma Chi",""
"North Dakota State University of Agriculture and Applied Sciences","Sigma Chi",""
"Northeastern University","",""
"Northeastern University","",""
"Northeastern University","",""
"Northeastern University","",""
"Northeastern University","",""
"Northeastern University","",""
"Northeastern University","",""
"Northeastern University","",""
"Northeastern University","",""
"Northeastern University","",""
"Northeastern University","",""
"Northeastern University","",""
"Northeastern University","",""
"Northeastern University","",""
"Northeastern University","",""
"Northeastern University","",""
"Northern Arizona University","",""
"Northern Arizona University","",""
"Northern Arizona University","",""
"Northern Arizona University","",""
"Northern Arizona University","",""
"Northern Arizona University","",""
"Northern Arizona University","",""
"Northern Arizona University","",""
"Northern Arizona University","",""
"Northern Arizona University","",""
"Northern Arizona University","Sigma Chi",""
"Northern Arizona University","Phi Gamma Delta",""
"Northern Kentucky University","",""
"Northern Kentucky University","",""
"Northern Kentucky University","",""
"Northern Kentucky University","",""
"Northern Kentucky University","",""
"Northern Kentucky University","",""
"Northern Kentucky University","",""
"Northern Kentucky University","",""
"Northern Kentucky University","",""
"Northern Kentucky University","",""
"Northern Kentucky University","",""
"Northern Michigan University","",""
"Northern Michigan University","",""
"Northern Michigan University","",""
"Northwestern Oklahoma State University","Sigma Chi",""
"Northwestern State University of Louisiana","",""
"Northwestern State University of Louisiana","",""
"Northwestern State University of Louisiana","",""
"Northwestern State University of Louisiana","",""
"Northwestern State University of Louisiana","",""
"Northwestern State University of Louisiana","",""
"Northwestern State University of Louisiana","",""
"Northwestern State University of Louisiana","",""
"Northwestern University","Sigma Chi","@sigsatnorthwestern"
"Northwood University","",""
"Northwood University","",""
"Northwood University","",""
"Northwood University","",""
"Nova Southeastern University","",""
"Nova Southeastern University","",""
"Nova Southeastern University","",""
"Nova Southeastern University","",""
"Nova Southeastern University","",""
"Oakland University","",""
"Oakland University","",""
"Oakland University","",""
"Oakland University","",""
"Oakland University","",""
"Oakland University","",""
"Oakland University","",""
"Oakland University","",""
"Occidental College","",""
"Oglethorpe University","",""
"Oglethorpe University","",""
"Oglethorpe University","",""
"Ohio Northern University","",""
"Ohio Northern University","",""
"Ohio Northern University","",""
"Ohio Northern University","",""
"Ohio Northern University","",""
"Ohio State University","",""
"Ohio State University","",""
"Ohio State University","Sigma Chi","@osusigmachi"
"Ohio State University","",""
"Ohio State University","",""
"Ohio State University","",""
"Ohio State University","",""
"Ohio State University","",""
"Ohio State University","",""
"Ohio State University","",""
"Ohio State University","",""
"Ohio State University","",""
"Ohio State University","",""
"Ohio State University","",""
"Ohio State University","Sigma Phi Epsilon","@sigep_osu"
"Ohio State University","Phi Delta Theta","@phidelt_osu"
"Ohio State University","",""
"Ohio State University","Alpha Tau Omega","@ato_osu"
"Ohio State University","","@alphaphi_osu"
"Ohio State University","","@kappa_osu"
"Ohio State University","",""
"Ohio State University","",""
"Ohio State University","",""
"Ohio State University","",""
"Ohio State University","",""
"Ohio State University","",""
"Ohio State University","",""
"Ohio State University","",""
"Ohio State University","",""
"Oklahoma State University","",""
"Oklahoma State University","",""
"Oklahoma State University","",""
"Oklahoma State University","",""
"Oklahoma State University","",""
"Oklahoma State University","",""
"Oklahoma State University","",""
"Oklahoma State University","",""
"Oklahoma State University","",""
"Oklahoma State University","",""
"Oklahoma State University","",""
"Oklahoma State University","",""
"Oklahoma State University","",""
"Oklahoma State University","",""
"Oklahoma State University","",""
"Oklahoma State University","",""
"Oklahoma State University","",""
"Oklahoma State University","Sigma Chi","@okstatesigmachi"
"Oklahoma State University","",""
"Oklahoma State University","",""
"Oklahoma State University","",""
"Oklahoma State University","",""
"Old Dominion University","",""
"Old Dominion University","",""
"Old Dominion University","",""
"Old Dominion University","",""
"Old Dominion University","",""
"Old Dominion University","",""
"Old Dominion University","",""
"Old Dominion University","",""
"Old Dominion University","",""
"Old Dominion University","",""
"Old Dominion University","",""
"Old Dominion University","",""
"Old Dominion University","",""
"Oregon State University","",""
"Oregon State University","",""
"Oregon State University","",""
"Oregon State University","",""
"Oregon State University","",""
"Oregon State University","",""
"Oregon State University","",""
"Oregon State University","",""
"Oregon State University","",""
"Oregon State University","",""
"Oregon State University","",""
"Oregon State University","Sigma Chi",""
"Oregon State University","",""
"Oregon State University","",""
"Oregon State University","",""
"Oregon State University","",""
"Oregon State University","",""
"Pace University","",""
"Pace University","",""
"Pace University","",""
"Pace University","",""
"Pace University","",""
"Pace University","",""
"Pennsylvania State University","Theta Delta Chi",""
"Pennsylvania State University","Delta Sigma Phi",""
"Pennsylvania State University","Phi Sigma Kappa",""
"Pennsylvania State University","Phi Kappa Psi",""
"Pennsylvania State University","Lambda Chi Alpha","@lambdachipsu"
"Pennsylvania State University","Chi Phi","@chiphipsu"
"Pennsylvania State University","Tau Phi Delta",""
"Pennsylvania State University","Sigma Chi",""
"Pennsylvania State University","Acacia",""
"Pennsylvania State University","Delta Theta Sigma",""
"Pennsylvania State University","Beta Sigma Beta",""
"Pennsylvania State University","Phi Gamma Delta",""
"Pennsylvania State University","Alpha Zeta",""
"Pennsylvania State University","Sigma Pi",""
"Pennsylvania State University","Delta Chi",""
"Pennsylvania State University","Pi Kappa Phi",""
"Pennsylvania State University","Alpha Rho Chi",""
"Pennsylvania State University","Delta Upsilon",""
"Pennsylvania State University","Delta Kappa Epsilon",""
"Pennsylvania State University","",""
"Pennsylvania State University","Alpha Phi Delta",""
"Pennsylvania State University","Alpha Delta Phi",""
"Pennsylvania State University","Alpha Chi Rho",""
"Pennsylvania State University","Alpha Gamma Rho",""
"Pennsylvania State University","Theta Chi",""
"Pennsylvania State University","Triangle",""
"Pennsylvania State University","Alpha Kappa Lambda",""
"Pennsylvania State University","Sigma Alpha Epsilon",""
"Pennsylvania State University","Zeta Beta Tau",""
"Pennsylvania State University","Pi Kappa Alpha","@pikes_psu"
"Pennsylvania State University","Phi Delta Theta","@phidelt_psu"
"Pennsylvania State University","Alpha Tau Omega","@ato_psu"
"Pennsylvania State University","Sigma Phi Epsilon","@sigep_psu"
"Pennsylvania State University","Phi Kappa Tau",""
"Pennsylvania State University","Alpha Sigma Phi",""
"Pennsylvania State University","Phi Kappa Theta",""
"Pennsylvania State University","Alpha Epsilon Pi",""
"Pennsylvania State University, Altoona","Sigma Pi",""
"Pennsylvania State University, Altoona","Acacia",""
"Pennsylvania State University, Altoona","Alpha Kappa Lambda",""
"Pennsylvania State University, Altoona","Alpha Zeta",""
"Pennsylvania State University, Altoona","Delta Theta Sigma",""
"Pennsylvania State University, Altoona","Theta Delta Chi",""
"Pennsylvania State University, Altoona","Phi Kappa Theta",""
"Pennsylvania State University, Altoona","Lambda Chi Alpha",""
"Pennsylvania State University, Altoona","",""
"Pennsylvania State University, Altoona","Alpha Chi Rho",""
"Pennsylvania State University, Altoona","Alpha Phi Delta",""
"Pennsylvania State University, Altoona","Beta Sigma Beta",""
"Pennsylvania State University, Altoona","Delta Upsilon",""
"Pennsylvania State University, Altoona","Triangle",""
"Pennsylvania State University, Altoona","Phi Kappa Psi",""
"Pennsylvania State University, Altoona","Alpha Sigma Phi",""
"Pennsylvania State University, Altoona","Sigma Alpha Epsilon",""
"Pennsylvania State University, Altoona","Phi Sigma Kappa",""
"Pennsylvania State University, Altoona","Alpha Epsilon Pi",""
"Pennsylvania State University, Altoona","Sigma Phi Epsilon",""
"Pennsylvania State University, Altoona","Phi Kappa Tau",""
"Pennsylvania State University, Altoona","Delta Kappa Epsilon",""
