College,Fraternity,Instagram Handle,State,Instagram URL,Followers
Bowling Green State University,Sigma Nu,,OH,,
Bowling Green State University,Phi Kappa Psi,,OH,,
Bowling Green State University,Kappa Alpha Psi,,OH,,
Bowling Green State University,Phi Kappa Tau,,OH,,
Bowling Green State University,Phi Beta Sigma,,OH,,
Bowling Green State University,Kappa Alpha Order,,OH,,
Bowling Green State University,Pi Kappa Phi,,OH,,
Bradley University,Sigma Chi,https://www.instagram.com/bradley.sigmachi/?hl=en,IL,https://www.instagram.com/bradley.sigmachi/?hl=en,
Bradley University,Pi Kappa Alpha,@bradley_pikes,IL,instagram.com/bradley_pikes,
Bradley University,Delta Upsilon,@bradleydeltaupsilon,IL,instagram.com/bradleydeltaupsilon,
Bradley University,Kappa Alpha Psi,@bradleynupes78,IL,instagram.com/bradleynupes78,
Bradley University,Phi Gamma Delta,@bufiji,IL,instagram.com/bufiji,
Bradley University,Lambda Chi Alpha,@lambdachibu,IL,instagram.com/lambdachibu,
Bradley University,Phi Kappa Tau,@phikappatau_bu,IL,instagram.com/phikappatau_bu,
Bradley University,Sigma Alpha Epsilon,@sae_bradley,IL,instagram.com/sae_bradley,
Bradley University,Theta Chi,@thetachibu,IL,instagram.com/thetachibu,
Bradley University,Sigma Nu,,IL,,
Bradley University,Sigma Phi Epsilon,,IL,,
Bradley University,Delta Tau Delta,,IL,,
Bradley University,Pi Kappa Phi,,IL,,
Bradley University,Alpha Epsilon Pi,,IL,,
Bradley University,Theta Xi,,IL,,
Bradley University,Alpha Phi Alpha,,IL,,
Brandeis University,Alpha Epsilon Pi,@aepi.brandeis,MA,instagram.com/aepi.brandeis,
Brandeis University,Phi Kappa Psi,@phipsi.brandeis,MA,instagram.com/phipsi.brandeis,
Brandeis University,Zeta Beta Tau,@zbtbrandeis,MA,instagram.com/zbtbrandeis,
Brandeis University,Sigma Alpha Mu,,MA,,
Brandeis University,Alpha Delta Phi,,MA,,
Brandeis University,Xi Kappa,,MA,,
Bridgewater State University,Sigma Chi,https://www.instagram.com/bsusigs/?hl=en,MA,https://www.instagram.com/bsusigs/?hl=en,
Bridgewater State University,Phi Kappa Theta,@bsuphikaps,MA,instagram.com/bsuphikaps,
Bridgewater State University,Kappa Delta Phi,@kappadeltaphi_bsu,MA,instagram.com/kappadeltaphi_bsu,
Bridgewater State University,Sigma Pi,@sigmapibsu,MA,instagram.com/sigmapibsu,
Bridgewater State University,Pi Kappa Alpha,,MA,,
Brock University,Sigma Chi,https://www.instagram.com/sigmachimz/?hl=en,ON,https://www.instagram.com/sigmachimz/?hl=en,
Brock University,Alpha Epsilon Pi,@aepibrock,ON,instagram.com/aepibrock,
Brock University,Zeta Psi,@zetapsi.bu,ON,instagram.com/zetapsi.bu,
Brooklyn College,Alpha Phi Delta,@apdbetasigma,NY,instagram.com/apdbetasigma,
Brooklyn College,Phi Beta Sigma,@bc_sigmas,NY,instagram.com/bc_sigmas,
Brooklyn College,Alpha Epsilon Pi,@bcaepi,NY,instagram.com/bcaepi,
Brooklyn College,Zeta Beta Tau,,NY,,
Brown University,Delta Phi,@deltaphibrown2021,RI,instagram.com/deltaphibrown2021,
Brown University,Sigma Chi,,RI,,
Brown University,Phi Kappa Psi,,RI,,
Brown University,Theta Delta Chi,,RI,,
Brown University,Alpha Epsilon Pi,,RI,,
Bryant University,Sigma Chi,https://www.instagram.com/bryant_sigmachi/?hl=en,RI,https://www.instagram.com/bryant_sigmachi/?hl=en,
Bryant University,Delta Chi,@bryant_deltachi,RI,instagram.com/bryant_deltachi,
Bryant University,Tau Kappa Epsilon,@bryant_tke,RI,instagram.com/bryant_tke,
Bryant University,Tau Epsilon Phi,@tep_bryant,RI,instagram.com/tep_bryant,
Bryant University,Delta Kappa Epsilon,,RI,,
Bryant University,Phi Kappa Tau,,RI,,
Bryant University,Phi Kappa Sigma,,RI,,
Bucknell University,Lambda Chi Alpha,https://www.instagram.com/bucknell_lambda/,PA,https://www.instagram.com/bucknell_lambda/,
Bucknell University,Sigma Chi,https://www.instagram.com/bucknellsigmachi/?hl=en,PA,https://www.instagram.com/bucknellsigmachi/?hl=en,
Bucknell University,Phi Gamma Delta,https://www.instagram.com/bucknellfiji/?hl=en,PA,https://www.instagram.com/bucknellfiji/?hl=en,
Bucknell University,Kappa Delta Rho,@bucknellkdr,PA,instagram.com/bucknellkdr,
Bucknell University,Chi Phi,@chiphibucknell,PA,instagram.com/chiphibucknell,
Bucknell University,Delta Upsilon,@dubucknell,PA,instagram.com/dubucknell,
Bucknell University,Sigma Alpha Epsilon,@saebucknell,PA,instagram.com/saebucknell,
Bucknell University,Sigma Phi Epsilon,@sigep_bucknell,PA,instagram.com/sigep_bucknell,
Bucknell University,Kappa Alpha Psi,@xiknupes,PA,instagram.com/xiknupes,
Bucknell University,Kappa Sigma,https://www.instagram.com/bucknellsigmachi/?hl=en,PA,https://www.instagram.com/bucknellsigmachi/?hl=en,
Bucknell University,Phi Kappa Psi,,PA,,
Bucknell University,Sigma Alpha Mu,,PA,,
Bucknell University,Tau Kappa Epsilon,,PA,,
Bucknell University,Theta Chi,,PA,,
Buffalo State,Iota Phi Theta,,NY,,
Buffalo State,Phi Iota Alpha,,NY,,
Buffalo State,Sigma Alpha Mu,,NY,,
Buffalo State,Lambda Sigma Upsilon,,NY,,
Buffalo State,Sigma Tau Gamma,,NY,,
Buffalo State,Tau Kappa Epsilon,,NY,,
Buffalo State,Alpha Epsilon Pi,,NY,,
Buffalo State,Alpha Phi Alpha,,NY,,
Buffalo State,Alpha Sigma Phi,,NY,,
Buffalo State,Iota Nu Delta,,NY,,
Buffalo State,Kappa Alpha Psi,,NY,,
Buffalo State,Lambda Phi Epsilon,,NY,,
Buffalo State,Omega Psi Phi,,NY,,
Buffalo State,Phi Beta Sigma,,NY,,
Buffalo State,Phi Kappa Psi,,NY,,
Buffalo State,Pi Lambda Phi,,NY,,
Buffalo State,Sigma Pi,,NY,,
Buffalo State,Zeta Beta Tau,,NY,,
Butler University,Sigma Chi,https://www.instagram.com/butlersigmachi/?hl=en,IN,https://www.instagram.com/butlersigmachi/?hl=en,
Butler University,Beta Theta Pi,@beta_butler,IN,instagram.com/beta_butler,
Butler University,Phi Delta Theta,@buphidelt,IN,instagram.com/buphidelt,
Butler University,Delta Tau Delta,@butlerdelts,IN,instagram.com/butlerdelts,
Butler University,Lambda Chi Alpha,@butlerlambdachi,IN,instagram.com/butlerlambdachi,
Butler University,Sigma Nu,@butlersigmanu,IN,instagram.com/butlersigmanu,
Butler University,Phi Kappa Psi,@phipsibutler,IN,instagram.com/phipsibutler,
Butler University,Tau Kappa Epsilon,,IN,,
Caldwell College,Iota Phi Theta,,NJ,,
Caldwell College,Psi Sigma Phi,,NJ,,
California Polytechnic State University San Luis Obispo,Beta Theta Pi,@betacalpoly,CA,instagram.com/betacalpoly,
California Polytechnic State University San Luis Obispo,Alpha Sigma Phi,@calpolyalphasig,CA,instagram.com/calpolyalphasig,
California Polytechnic State University San Luis Obispo,Theta Chi,@calpolythetachi,CA,instagram.com/calpolythetachi,
California Polytechnic State University San Luis Obispo,Delta Chi,@cpdeltachi,CA,instagram.com/cpdeltachi,
California Polytechnic State University San Luis Obispo,Delta Upsilon,@ducalpoly,CA,instagram.com/ducalpoly,
California Polytechnic State University San Luis Obispo,Kappa Sigma,@kappasigmaslo,CA,instagram.com/kappasigmaslo,
California Polytechnic State University San Luis Obispo,Lambda Chi Alpha,@lambdachi_calpoly,CA,instagram.com/lambdachi_calpoly,
California Polytechnic State University San Luis Obispo,Phi Kappa Psi,@phikappapsislo,CA,instagram.com/phikappapsislo,
California Polytechnic State University San Luis Obispo,Phi Sigma Kappa,@phisigslo,CA,instagram.com/phisigslo,
California Polytechnic State University San Luis Obispo,Pi Kappa Phi,@pikappaphislo,CA,instagram.com/pikappaphislo,
California Polytechnic State University San Luis Obispo,Sigma Nu,@sigmanuslo,CA,instagram.com/sigmanuslo,
California Polytechnic State University San Luis Obispo,Pi Kappa Alpha,,CA,,
California Polytechnic State University San Luis Obispo,Alpha Gamma Rho,,CA,,
California Polytechnic State University San Luis Obispo,Sigma Pi,,CA,,
California Polytechnic State University San Luis Obispo,Zeta Beta Tau,,CA,,
California Polytechnic State University San Luis Obispo,Alpha Epsilon Pi,,CA,,
California Polytechnic State University San Luis Obispo,Delta Sigma Phi,,CA,,
California Polytechnic State University San Luis Obispo,Delta Tau Delta,,CA,,
California Polytechnic State University San Luis Obispo,Tau Kappa Epsilon,,CA,,
California Polytechnic State University San Luis Obispo,Delta Lambda Phi,,CA,,
California Polytechnic State University San Luis Obispo,Gamma Zeta Alpha,,CA,,
California Polytechnic State University San Luis Obispo,Sigma Phi Epsilon,,CA,,
California State Polytechnic University Pomona,Sigma Chi,https://www.instagram.com/cppsigs/?hl=en,CA,https://www.instagram.com/cppsigs/?hl=en,
California State Polytechnic University Pomona,Pi Kappa Phi,@cpp.pikapps,CA,instagram.com/cpp.pikapps,
California State Polytechnic University Pomona,Sigma Alpha Epsilon,@saecpp,CA,instagram.com/saecpp,
California State Polytechnic University Pomona,Pi Kappa Alpha,,CA,,
California State Polytechnic University Pomona,Phi Kappa Tau,,CA,,
California State Polytechnic University Pomona,Triangle,,CA,,
California State Polytechnic University Pomona,Tau Kappa Epsilon,,CA,,
California State Polytechnic University Pomona,Sigma Nu,,CA,,
California State Polytechnic University Pomona,Nu Alpha Kappa,,CA,,
California State Polytechnic University Pomona,Sigma Phi Epsilon,,CA,,
California State Polytechnic University Pomona,Gamma Zeta Alpha,,CA,,
California State Polytechnic University Pomona,Alpha Phi Alpha,,CA,,
California State Polytechnic University Pomona,Beta Chi Theta,,CA,,
California State Polytechnic University Pomona,Alpha Tau Omega,,CA,,
California State Polytechnic University Pomona,Lambda Theta Phi,,CA,,
California State University Bakersfield,Kappa Sigma,,CA,,
California State University Bakersfield,Theta Chi,,CA,,
California State University Bakersfield,Alpha Sigma Phi,,CA,,
California State University Bakersfield,Omega Delta Phi,,CA,,
California State University Chico,Sigma Chi,https://www.instagram.com/sigmachi_chicostate/?hl=en,CA,https://www.instagram.com/sigmachi_chicostate/?hl=en,
California State University Chico,Alpha Sigma Phi,,CA,,
California State University Chico,Phi Kappa Tau,,CA,,
California State University Chico,Tau Kappa Epsilon,,CA,,
California State University Chico,Sigma Pi,,CA,,
California State University Chico,Lambda Chi Alpha,,CA,,
California State University Chico,Phi Delta Theta,,CA,,
California State University Chico,Kappa Sigma,,CA,,
California State University Chico,Alpha Epsilon Pi,,CA,,
California State University Chico,Delta Chi,,CA,,
California State University Chico,Alpha Gamma Rho,,CA,,
California State University Chico,Theta Chi,,CA,,
California State University Chico,Sigma Nu,,CA,,
California State University Chico,Gamma Zeta Alpha,,CA,,
California State University Chico,Pi Kappa Alpha,,CA,,
California State University Dominguez Hills,Sigma Pi,,CA,,
California State University Dominguez Hills,Gamma Zeta Alpha,,CA,,
California State University Dominguez Hills,Iota Phi Theta,,CA,,
California State University Dominguez Hills,Phi Iota Alpha,,CA,,
California State University Dominguez Hills,Omega Psi Phi,,CA,,
California State University Dominguez Hills,Sigma Lambda Beta,,CA,,
California State University Dominguez Hills,Lambda Theta Phi,,CA,,
California State University East Bay,Delta Chi,,CA,,
California State University East Bay,Iota Phi Theta,,CA,,
California State University East Bay,Tau Kappa Epsilon,,CA,,
California State University East Bay,Gamma Zeta Alpha,,CA,,
California State University East Bay,Lambda Theta Phi,,CA,,
California State University East Bay,Kappa Alpha Psi,,CA,,
California State University Fresno,Sigma Chi,https://www.instagram.com/fresnostatesigmachi/?hl=en,CA,https://www.instagram.com/fresnostatesigmachi/?hl=en,
California State University Fresno,Sigma Alpha Epsilon,,CA,,
California State University Fresno,Lambda Chi Alpha,,CA,,
California State University Fresno,Alpha Gamma Rho,,CA,,
California State University Fresno,Sigma Nu,,CA,,
California State University Fresno,Phi Delta Theta,,CA,,
California State University Fresno,Delta Sigma Phi,,CA,,
California State University Fresno,Pi Kappa Alpha,,CA,,
California State University Fresno,Alpha Sigma Phi,,CA,,
California State University Fresno,Theta Chi,,CA,,
California State University Fresno,Sigma Phi Epsilon,,CA,,
California State University Fresno,Kappa Sigma,,CA,,
California State University Fresno,Delta Upsilon,,CA,,
California State University Fresno,Delta Chi,,CA,,
California State University Fresno,Gamma Zeta Alpha,,CA,,
California State University Fullerton,Sigma Pi,,CA,,
California State University Fullerton,Phi Kappa Tau,,CA,,
California State University Fullerton,Delta Chi,,CA,,
California State University Fullerton,Tau Kappa Epsilon,,CA,,
California State University Fullerton,Phi Sigma Kappa,,CA,,
California State University Fullerton,Sigma Nu,,CA,,
California State University Fullerton,Pi Kappa Phi,,CA,,
California State University Fullerton,Pi Kappa Alpha,,CA,,
California State University Fullerton,Kappa Alpha Psi,,CA,,
California State University Fullerton,Lambda Chi Alpha,,CA,,
California State University Fullerton,Omega Psi Phi,,CA,,
California State University Fullerton,Sigma Phi Epsilon,,CA,,
California State University Hayward,Alpha Phi Alpha,,CA,,
California State University Hayward,Delta Chi,,CA,,
California State University Hayward,Tau Kappa Epsilon,,CA,,
California State University Hayward,Delta Sigma Phi,,CA,,
California State University Hayward,Iota Phi Theta,,CA,,
California State University Hayward,Kappa Alpha Psi,,CA,,
California State University Hayward,Lambda Theta Phi,,CA,,
California State University Long Beach,Sigma Chi,https://www.instagram.com/sigmachicsulb/,CA,https://www.instagram.com/sigmachicsulb/,
California State University Long Beach,Omega Psi Phi,,CA,,
California State University Long Beach,Sigma Pi,,CA,,
California State University Long Beach,Sigma Alpha Epsilon,,CA,,
California State University Long Beach,Theta Chi,,CA,,
California State University Long Beach,Phi Gamma Delta,,CA,,
California State University Long Beach,Phi Kappa Tau,,CA,,
California State University Long Beach,Zeta Beta Tau,,CA,,
California State University Long Beach,Pi Kappa Phi,,CA,,
California State University Long Beach,Pi Kappa Alpha,,CA,,
California State University Long Beach,Tau Kappa Epsilon,,CA,,
California State University Long Beach,Delta Chi,,CA,,
California State University Long Beach,Kappa Sigma,,CA,,
California State University Long Beach,Phi Beta Sigma,,CA,,
California State University Long Beach,Kappa Alpha Psi,,CA,,
California State University Long Beach,Delta Lambda Phi,,CA,,
California State University Long Beach,Phi Kappa Psi,,CA,,
California State University Long Beach,Alpha Phi Alpha,,CA,,
California State University Long Beach,Iota Phi Theta,,CA,,
California State University Los Angeles,Sigma Alpha Epsilon,,CA,,
California State University Los Angeles,Beta Gamma Nu,,CA,,
California State University Los Angeles,Sigma Nu,,CA,,
California State University Los Angeles,Zeta Beta Tau,,CA,,
California State University Los Angeles,Phi Sigma Kappa,,CA,,
California State University Los Angeles,Kappa Sigma,,CA,,
California State University Los Angeles,Gamma Zeta Alpha,,CA,,
California State University Los Angeles,Sigma Lambda Beta,,CA,,
California State University Los Angeles,Alpha Phi Alpha,,CA,,
California State University Los Angeles,Alpha Phi Omega,,CA,,
California State University Los Angeles,Lambda Theta Phi,,CA,,
California State University Los Angeles,Phi Iota Alpha,,CA,,
California State University Monterey Bay,Nu Alpha Kappa,,CA,,
California State University Monterey Bay,Kappa Alpha Psi,,CA,,
California State University Monterey Bay,Kappa Sigma,,CA,,
California State University Monterey Bay,Gamma Zeta Alpha,,CA,,
California State University Monterey Bay,Omega Delta Phi,,CA,,
California State University Northridge,Sigma Chi,https://www.instagram.com/sigmachi_csun/,CA,https://www.instagram.com/sigmachi_csun/,
California State University Northridge,Alpha Epsilon Pi,,CA,,
California State University Northridge,Sigma Alpha Epsilon,,CA,,
California State University Northridge,Lambda Chi Alpha,,CA,,
California State University Northridge,Phi Kappa Psi,,CA,,
California State University Northridge,Tau Omega Rho,,CA,,
California State University Northridge,Zeta Beta Tau,,CA,,
California State University Northridge,Phi Delta Theta,,CA,,
California State University Northridge,Gamma Zeta Alpha,,CA,,
California State University Northridge,Kappa Sigma,,CA,,
California State University Northridge,Sigma Phi Epsilon,,CA,,
California State University Northridge,Sigma Nu,,CA,,
California State University Northridge,Phi Beta Sigma,,CA,,
California State University Northridge,Phi Sigma Kappa,,CA,,
California State University Northridge,Pi Kappa Alpha,,CA,,
California State University Northridge,Pi Kappa Phi,,CA,,
California State University Northridge,Tau Kappa Epsilon,,CA,,
California State University Northridge,Theta Chi,,CA,,
California State University Sacramento,Sigma Chi,,CA,,
California State University Sacramento,Gamma Zeta Alpha,,CA,,
California State University Sacramento,Sigma Alpha Epsilon,,CA,,
California State University Sacramento,Phi Kappa Tau,,CA,,
California State University Sacramento,Sigma Phi Epsilon,,CA,,
California State University Sacramento,Delta Chi,,CA,,
California State University Sacramento,Tau Kappa Epsilon,,CA,,
California State University Sacramento,Kappa Sigma,,CA,,
California State University Sacramento,Pi Kappa Phi,,CA,,
California State University Sacramento,Pi Kappa Alpha,,CA,,
California State University Sacramento,Sigma Pi,,CA,,
California State University Sacramento,Omega Psi Phi,,CA,,
California State University Sacramento,Sigma Delta Alpha,,CA,,
California State University Sacramento,Sigma Lambda Beta,,CA,,
California State University Sacramento,Iota Phi Theta,,CA,,
California State University Sacramento,Phi Beta Sigma,,CA,,
California State University San Bernardino,Sigma Chi,,CA,,
California State University San Bernardino,Sigma Nu,,CA,,
California State University San Bernardino,Gamma Zeta Alpha,,CA,,
California State University San Bernardino,Delta Sigma Phi,,CA,,
California State University San Bernardino,Kappa Sigma,,CA,,
California State University San Bernardino,Lambda Theta Phi,,CA,,
California State University San Bernardino,Sigma Phi Epsilon,,CA,,
California State University San Marcos,Sigma Chi,https://www.instagram.com/csusmsigmachi/?hl=en,CA,https://www.instagram.com/csusmsigmachi/?hl=en,
California State University San Marcos,Sigma Alpha Epsilon,,CA,,
California State University San Marcos,Alpha Sigma Phi,,CA,,
California State University San Marcos,Kappa Sigma,,CA,,
California State University San Marcos,Theta Chi,,CA,,
California State University San Marcos,Nu Alpha Kappa,,CA,,
California State University San Marcos,Alpha Psi Rho,,CA,,
California State University San Marcos,Omega Psi Phi,,CA,,
California State University San Marcos,Tau Kappa Epsilon,,CA,,
California State University San Marcos,Zeta Beta Tau,,CA,,
California State University Stanislaus,Tau Kappa Epsilon,,CA,,
California State University Stanislaus,Nu Alpha Kappa,,CA,,
California State University Stanislaus,Kappa Sigma,,CA,,
